Date,Open,High,Low,Close,Adj Close,Volume,year,month,MA,MIDPRICE,dollar_vol,dollar_vol_1m,upperband,middleband,lowerband,RSI,MACD,ATR
2000-03-14,139.28125,140.09375,136.15625,136.625,89.94493865966797,8263900,2000,3,138.9796875,137.359375,1129055337.5,1338447615.3125,142.0100071415333,138.61875,135.22749285846672,44.78117407905608,-0.5295171467025739,3.2482978284713817
2000-03-15,136.875,140.4375,136.0625,139.8125,92.04335021972656,10300800,2000,3,138.9421875,137.359375,1440180600.0,1346897646.7708333,142.17736090334657,139.20625,136.23513909665346,51.707400204883214,-0.3697943537483752,3.32877655500914
2000-03-16,141.625,146.84375,140.875,146.34375,96.34305572509766,25601400,2000,3,139.11822916666668,139.78125,3746604881.25,1442603817.1875,146.82454500329217,140.3,133.77545499670785,62.17636160464852,0.2805701632812543,3.5932389439370587
2000-03-17,145.8125,148.0,145.4375,146.9375,96.97980499267578,10272900,2000,3,139.24322916666668,141.515625,1509474243.75,1454748224.2708333,150.05086619968466,141.6625,133.27413380031533,62.96242496769685,0.8342823043924454,3.51961473365584
2000-03-20,146.875,147.34375,144.78125,146.1875,96.48484802246094,12502300,2000,3,139.36302083333334,141.515625,1827679981.25,1492259848.4375,151.5469537958552,143.18125,134.81554620414482,61.23137118536932,1.1987658074921512,3.4512493955375656
2000-03-21,145.53125,149.75,144.5,149.1875,98.46483612060547,13612600,2000,3,139.59010416666666,142.390625,2030829762.5,1532210981.3541667,151.95528934747705,145.69375,139.43221065252294,65.33666406263463,1.7099848961601083,3.5797315815705963
2000-03-22,149.5625,150.84375,148.6875,150.09375,99.0629653930664,8260000,2000,3,139.7828125,142.9375,1239774375.0,1549790653.0208333,150.9297700388541,147.75,144.5702299611459,66.49101131574362,2.1633191121118216,3.478054325744125
2000-03-23,149.15625,153.46875,149.15625,152.65625,100.75423431396484,11654500,2000,3,140.16197916666667,144.25,1779132265.625,1569011216.5625,153.63962788887724,149.0125,144.38537211112273,69.57618957202118,2.6982582372920945,3.5376575881909735
2000-03-24,152.875,155.75,151.71875,153.5625,101.35233306884766,11462900,2000,3,140.56197916666667,145.390625,1760271581.25,1596115667.1875,155.58205074339048,150.3375,145.09294925660953,70.6068919569637,3.1589141531764255,3.572914189034475
2000-03-27,153.375,153.78125,151.8125,151.9375,100.2799072265625,8798600,2000,3,141.00364583333334,145.390625,1336837287.5,1595142105.5208333,154.72560322565218,151.4875,148.24939677434784,66.27142376042715,3.354198256468436,3.4583310326748697
2000-03-28,151.25,152.984375,150.59375,151.0625,99.70230865478516,6334400,2000,3,141.3890625,145.71875,956890300.0,1587379528.8541667,154.2781391493733,151.8625,149.44686085062673,63.99286701377438,3.3991735709397233,3.382066316055236
2000-03-29,151.5625,152.484375,149.65625,151.21875,99.80550384521484,6747500,2000,3,141.72708333333333,145.71875,1020348515.625,1569294286.3020833,153.9480274789656,152.0875,150.2269725210344,64.22938090919594,3.408138007395138,3.342499079194148
2000-03-30,150.15625,151.921875,147.125,148.6875,98.13482666015625,9491900,2000,3,142.05,145.71875,1411326881.25,1575354829.0104167,154.44503941863613,151.29375,148.14246058136385,57.625727962471785,3.17439916977591,3.446383073537423
2000-03-31,149.625,152.3125,148.4375,150.375,99.2485580444336,9249100,2000,3,142.453125,145.90625,1390833412.5,1586757520.8854167,152.86135770712065,150.65625,148.45114229287935,60.53856884325387,3.0897103463445887,3.4769985682847495
2000-04-03,150.125,151.25,148.6875,151.25,99.82612609863281,8508200,2000,4,142.984375,145.90625,1286865250.0,1587213616.71875,152.45669349762596,150.51875,148.58080650237406,61.99730860393535,3.05794889953836,3.4116772419786963
2000-04-04,151.75,153.0,141.390625,150.125,99.08356475830078,19585500,2000,4,143.48958333333334,148.3125,2940273187.5,1611370522.34375,152.20274672721803,150.33125,148.459753272782,58.97855101314094,2.908472564866372,3.997227081837361
2000-04-05,147.875,150.8125,147.625,149.1875,98.46483612060547,8387200,2000,4,143.91041666666666,148.5703125,1251265400.0,1597912671.09375,151.7302008198518,149.925,148.11979918014822,56.509226304187145,2.683430165167607,3.9393894331346924
2000-04-06,150.25,151.6875,149.0,150.484375,99.32077026367188,6378500,2000,4,144.46614583333334,148.5703125,959864585.9375,1552408417.7083333,151.61378981486808,150.284375,148.95496018513194,59.06260833058692,2.5799889099601216,3.8499687593393572
2000-04-07,151.5625,152.125,150.5,151.4375,99.94984436035156,6023600,2000,4,145.06979166666667,148.5703125,912198925.0,1535883992.96875,152.1228843019457,150.496875,148.87086569805427,60.8804215423273,2.5455763720059963,3.6921584908151175
2000-04-10,151.75,153.109375,150.3125,150.84375,99.5580062866211,9624200,2000,4,145.56041666666667,148.5703125,1451750418.75,1523483156.09375,151.91895463783555,150.415625,148.91229536216446,59.11927052075334,2.44224089216155,3.628209670042609
2000-04-11,150.0,151.625,148.375,150.40625,99.269287109375,9006400,2000,4,145.99270833333333,148.5703125,1354618850.0,1530876164.6354167,151.9483043921424,150.471875,148.99544560785762,57.792638162241374,2.29854795619039,3.6011946936109944
2000-04-12,150.375,151.15625,146.15625,146.28125,96.54668426513672,10779200,2000,4,146.25416666666666,148.5703125,1576794850.0,1551743034.6354167,153.57271849419632,149.890625,146.20853150580368,47.068096641717034,1.830713912837581,3.701109358353066
2000-04-13,147.46875,148.15625,143.78125,144.25,95.20606231689453,12225800,2000,4,146.44479166666667,147.5859375,1763571650.0,1575433249.4270833,154.3455315198399,148.64375,142.9419684801601,42.851196854523806,1.281277395534545,3.74924440418499
2000-04-14,142.625,142.8125,133.5,136.0,89.76099395751953,29604000,2000,4,146.27395833333333,143.3046875,4026144000.0,1649564429.84375,156.32784168832552,145.55625,134.7846583116745,30.7867833731059,0.17808607974973256,4.249298375314633
2000-04-17,135.1875,140.75,134.6875,140.75,92.89603424072266,23918200,2000,4,146.30729166666666,143.3046875,3366486650.0,1706033910.6770833,153.3272746398987,143.5375,133.7477253601013,41.073529672956106,-0.30934969278538915,4.378812777077874
2000-04-18,140.5625,144.46875,139.78125,144.46875,95.35042572021484,11069200,2000,4,146.5546875,143.3046875,1599153487.5,1667691213.3854167,149.64034035556642,142.35,135.05965964443357,47.63522813029019,-0.3910660422897081,4.400861864429454
2000-04-19,144.5,145.125,142.53125,143.125,94.46353912353516,6553700,2000,4,146.76302083333334,143.3046875,937998312.5,1645081542.5520833,148.01731134367205,141.71875,135.42018865632795,45.6568121854675,-0.5578259623595727,4.271782445541636
2000-04-20,143.5625,143.9375,142.375,143.8125,94.9173355102539,8537600,2000,4,146.8609375,143.3046875,1227813600.0,1660177352.96875,147.79748872389047,141.63125,135.46501127610952,46.87257000182219,-0.6272780255213206,4.078262270860091
2000-04-24,141.5,143.3125,140.5,142.25,93.88603210449219,12893100,2000,4,146.93177083333333,143.3046875,1834043475.0,1684297649.6354167,145.47161676939896,142.88125,140.29088323060103,44.43924223830076,-0.7991874422375531,4.0235649657986565
2000-04-25,144.625,148.15625,144.4375,148.15625,97.78422546386719,14102000,2000,4,147.25052083333333,143.3046875,2089299437.5,1705246050.15625,148.43193638603563,144.3625,140.2930636139644,54.13238274403255,-0.45361291183303365,4.15804246824161
2000-04-26,147.96875,148.75,146.0,146.484375,96.68074798583984,7711100,2000,4,147.57916666666668,143.3046875,1129555664.0625,1705262727.7083333,149.18185925556242,144.765625,140.34939074443758,51.398837266017885,-0.3110632038313952,4.057468006224352
2000-04-27,143.0,147.34375,143.0,146.0,96.36105346679688,15595300,2000,4,147.78541666666666,143.3046875,2276913800.0,1733153834.375,149.4934854599752,145.340625,141.18776454002477,50.601584787583356,-0.23447368099442656,4.07791672006547
2000-04-28,147.0,147.859375,145.0625,145.09375,95.76292419433594,8743400,2000,4,147.74375,143.3046875,1268612693.75,1650554094.7916667,149.49100118567972,145.596875,141.7027488143203,49.06805433672521,-0.24408902713648217,3.9864137400607933
2000-05-01,146.5625,148.484375,145.84375,147.0625,97.0623550415039,7328300,2000,5,147.74791666666667,142.5625,1077718118.75,1636162223.9583333,148.61261177397617,146.559375,144.5061382260238,52.440121794700254,-0.0917894946023523,3.9438574014850225
2000-05-02,145.5,147.125,144.125,144.125,95.12353515625,9411900,2000,5,147.67916666666667,142.328125,1356490087.5,1620455894.1666667,147.83075887053556,145.753125,143.67549112946446,47.39774123093081,-0.20575094923114534,3.8764390156646633
2000-05-03,144.0,144.0,139.78125,140.75,92.89603424072266,12630700,2000,5,147.39791666666667,141.125,1777771025.0,1612020602.9166667,148.92510401466765,144.60625,140.28739598533232,42.358210291911114,-0.5619230182510648,3.909818371688616
2000-05-04,142.0,142.359375,140.75,141.8125,93.5972671508789,5963600,2000,5,147.121875,141.125,845713025.0,1598885224.5833333,148.3005129020052,143.76875,139.2369870979948,44.36374509698355,-0.749813693201105,3.745500987996572
2000-05-05,141.0625,144.0,140.9375,143.53125,94.73165130615234,7862400,2000,5,146.81770833333334,141.71875,1128500100.0,1577197485.7291667,147.79063288571635,143.45625,139.12186711428367,47.543271284494885,-0.7513683394645341,3.696715203139674
2000-05-08,142.75,143.375,141.84375,142.453125,94.02008056640625,5064100,2000,5,146.44739583333333,144.265625,721396870.3125,1542568328.6979167,144.94029218477277,142.534375,140.12845781522725,45.77607747103819,-0.8300280385089422,3.55319983148684
2000-05-09,143.0625,143.40625,140.265625,141.3125,93.26727294921875,5620300,2000,5,146.09322916666667,144.265625,794218643.75,1524481040.5729167,143.89362550409535,141.971875,140.05012449590467,43.916224671440744,-0.9731870273498942,3.523730200666351
2000-05-10,140.5,140.96875,137.75,138.125,91.16349029541016,10293900,2000,5,145.66197916666667,143.25,1421844937.5,1539979528.4895833,145.08486895271633,141.446875,137.80888104728368,39.131484964304235,-1.328531682113038,3.526499472047326
2000-05-11,140.125,141.5,139.125,141.28125,93.24666595458984,7091100,2000,5,145.33072916666666,143.25,1001839471.875,1539362560.3645833,144.9606862909195,141.340625,137.72056370908047,45.46721784950185,-1.3400150249375713,3.5156780811868025
2000-05-12,141.8125,143.46875,141.625,142.8125,94.25729370117188,5960800,2000,5,145.13489583333333,143.25,851276750.0,1520694222.65625,144.50084987883832,141.196875,137.8929001211617,48.27991376375415,-1.211590122307939,3.4208082182448885
2000-05-15,142.75,145.609375,142.0,145.28125,95.88667297363281,4441300,2000,5,144.96510416666666,143.25,645237615.625,1495841029.4270833,146.42293855232617,141.7625,137.1020614476738,52.53091905254317,-0.900227704323953,3.4342772740845393
2000-05-16,146.5625,147.71875,145.3125,146.6875,96.81483459472656,8192200,2000,5,144.81302083333333,143.1171875,1201693337.5,1493001965.6770833,148.86574082962878,142.8375,136.80925917037123,54.809426056626975,-0.5338442975920543,3.363078897364215
2000-05-17,145.6875,146.1875,144.46875,145.15625,95.80419158935547,5907200,2000,5,144.64739583333332,143.1171875,857467000.0,1423575092.7604167,148.11217183583997,144.24375,140.37532816416004,51.888765200844986,-0.3628590724021876,3.281341118981057
2000-05-18,145.625,146.3125,143.375,143.375,94.6285171508789,4325600,2000,5,144.45364583333333,143.1171875,620182900.0,1402539009.4270833,147.4635600671905,144.6625,141.86143993280947,48.64165044546368,-0.3668551601035688,3.2567810390538385
2000-05-19,142.5625,143.234375,140.40625,141.125,93.1435317993164,6518400,2000,5,144.14166666666668,142.734375,919909200.0,1401207163.2291667,148.15428681349593,144.325,140.49571318650405,44.82577304126802,-0.545292491948203,3.2362073934071356
2000-05-22,141.25,141.46875,137.0,140.0625,92.4422836303711,10839400,2000,5,143.7625,142.359375,1518193462.5,1421406981.1458333,148.1913798353506,143.28125,138.3711201646494,43.10606167830708,-0.7636374956219072,3.324246151020912
2000-05-23,140.4375,140.8125,137.5625,138.0,91.08103942871094,7979200,2000,5,143.334375,142.359375,1101129600.0,1409719620.5208333,146.55024578048526,141.54375,136.53725421951472,39.90560894768751,-1.0905330113705816,3.318942854519418
2000-05-24,138.0,140.6875,136.5,140.25,92.5660400390625,11081500,2000,5,142.99583333333334,142.109375,1554180375.0,1416371671.3541667,144.04280171105938,140.5625,137.08219828894062,44.72686720728109,-1.1547328255740297,3.380982650625174
2000-05-25,140.6875,141.8125,137.71875,137.84375,90.97783660888672,8278900,2000,5,142.71458333333334,142.109375,1141194621.875,1401851663.75,142.0644102711472,139.45625,136.8480897288528,40.94369267050237,-1.3838240438180662,3.4318946041519474
2000-05-26,138.8125,139.6875,137.328125,138.0,91.08103942871094,4814000,2000,5,142.50625,142.109375,664332000.0,1365210342.0833333,141.00121543751064,138.83125,136.66128456248939,41.29095436573445,-1.5350770034814047,3.3552860609982367
2000-05-30,140.0,142.9375,139.46875,142.5,94.05106353759766,5362700,2000,5,142.72291666666666,142.109375,764184750.0,1256478367.0833333,142.96746552741516,139.31875,135.67003447258483,50.346553035623764,-1.2771119205568766,3.4683013423555056
2000-05-31,142.5625,144.0,142.09375,142.8125,94.25729370117188,6056500,2000,5,142.79166666666666,142.109375,864943906.25,1173093608.9583333,144.52168040268285,140.28125,136.04081959731715,50.91279576055299,-1.0355197681737707,3.3567262464729697
2000-06-01,143.6875,145.4375,143.0,145.3125,95.90734100341797,8961600,2000,6,142.81979166666667,142.109375,1302232500.0,1163196242.7083333,147.1358921584899,141.29375,135.45160784151008,55.3041189887275,-0.6350071727947295,3.304460086010615
2000-06-02,148.9375,149.09375,147.484375,147.84375,97.5779800415039,8962200,2000,6,142.97708333333333,142.796875,1325005256.25,1176096474.1666667,149.84589659481975,143.29375,136.74160340518023,59.276508517570015,-0.11205562743742803,3.338516508438428
2000-06-05,147.46875,148.21875,146.875,147.125,97.10354614257812,6998100,2000,6,143.0875,142.796875,1029595462.5,1169489202.9166667,149.469827452769,145.11875,140.767672547231,57.70813723129953,0.24160504915235492,3.1960331864071114
2000-06-06,146.625,147.78125,145.90625,146.46875,96.67047119140625,4858900,2000,6,143.228125,142.796875,711677009.375,1132076987.3958333,149.43151086955058,145.9125,142.3934891304494,56.244864483277254,0.46358586358419984,3.101673673092318
2000-06-07,146.625,148.0,146.0,147.484375,97.34074401855469,4919500,2000,6,143.20572916666666,142.796875,725549382.8125,1086618652.2395833,148.63008663914903,146.846875,145.063663360851,58.01901163027444,0.7132379448218842,3.0229826964428668
2000-06-08,147.5,147.75,146.0625,146.90625,96.95918273925781,5723100,2000,6,143.21979166666668,142.796875,840759159.375,1076992102.0833333,148.11051255944545,147.165625,146.22073744055456,56.61185942921287,0.854588003400437,2.9275910752683765
2000-06-09,147.5,147.96875,145.625,146.59375,96.75294494628906,3085300,2000,6,143.23958333333334,142.796875,452285696.875,1016171165.3125,147.6481292661976,146.915625,146.1831207338024,55.823721034585596,0.9306646817351805,2.885888141320635
2000-06-12,146.96875,146.96875,144.875,144.875,95.6185531616211,3678900,2000,6,143.23229166666667,142.796875,532980637.5,991650096.7708334,148.2042487373319,146.465625,144.72700126266807,51.57117101021964,0.8425547894705403,2.8293068455120185
2000-06-13,144.8125,147.75,144.625,147.59375,97.41291809082031,6558700,2000,6,143.25,142.796875,968023128.125,987993597.0833334,148.6498180736882,146.690625,144.7314319263118,57.13387694462379,0.9808014004943288,2.850427785118303
2000-06-14,148.25,148.875,147.1875,147.84375,97.5779800415039,6420500,2000,6,143.37395833333332,143.2109375,949230796.875,974418287.3958334,148.85474759529478,146.7625,144.6702524047052,57.61597979577745,1.0978800683848249,2.76736151475271
2000-06-15,148.125,148.75,146.84375,148.15625,97.78422546386719,5881200,2000,6,143.62083333333334,143.2109375,871336537.5,944203804.4791666,149.39262604708713,147.0125,144.63237395291284,58.24809535716335,1.2020256905966562,2.7058535494132308
2000-06-16,148.3125,148.3125,145.875,146.59375,96.980712890625,5567900,2000,6,143.78020833333332,144.28125,816219340.625,943220681.6666666,149.39262604708713,147.0125,144.63237395291284,53.918135339679594,1.1452790904424148,2.686685438740857
2000-06-19,146.46875,149.15625,146.25,148.46875,98.22116088867188,5106900,2000,6,143.94479166666667,145.625,758215059.375,930877846.9791666,149.011874847492,147.73125,146.45062515250797,57.9570210744799,1.2373405394333474,2.702368621687939
2000-06-20,148.1875,148.875,147.0,147.9375,97.86968994140625,6480000,2000,6,144.12760416666666,146.078125,958635000.0,938785784.6354166,149.08062484748066,147.8,146.51937515251936,56.44743429552418,1.2529887910423838,2.6432708629959434
2000-06-21,146.9375,148.4375,146.890625,147.875,97.828369140625,3115000,2000,6,144.34635416666666,146.890625,460630625.0,927666184.0104166,149.08797247385883,147.80625,146.52452752614118,56.26176881413164,1.2459839877042498,2.5649568727819476
2000-06-22,147.5625,147.6875,145.0,145.625,96.33985137939453,7490500,2000,6,144.59635416666666,146.890625,1090804062.5,916631488.1770834,149.37988881913822,147.3,145.2201111808618,49.898742146453586,1.0468094667105277,2.58710281044038
2000-06-23,145.8125,146.125,143.875,144.375,95.51293182373047,4863300,2000,6,144.69947916666666,146.515625,702138937.5,906641470.3645834,150.01595726492405,146.85625,143.69654273507592,46.736339026196354,0.7791165004993559,2.563024038266067
2000-06-26,145.375,146.25,144.875,146.234375,96.74295043945312,5201300,2000,6,144.81354166666668,146.515625,760608854.6875,903619207.1875,149.132281305769,146.409375,143.68646869423102,51.645488849928135,0.7088329343738167,2.5138794641042055
2000-06-27,145.984375,146.71875,145.015625,145.15625,96.0297622680664,4159500,2000,6,144.809375,146.515625,603777421.875,902237200.7291666,148.2120839865012,145.853125,143.4941660134988,48.83493017110321,0.5596853206358503,2.4559684309539054
2000-06-28,145.625,146.984375,145.3125,145.5625,96.2984848022461,5347700,2000,6,144.771875,146.515625,778424581.25,888128242.1875,146.61791877086574,145.390625,144.16333122913426,49.94042412251268,0.4688610042242374,2.411122471600055
2000-06-29,144.75,145.75,143.515625,144.1875,95.38885498046875,6345700,2000,6,144.73958333333334,146.3359375,914970618.75,890045029.4791666,146.61629633861324,145.103125,143.58995366138677,46.29451105889918,0.28267259673108924,2.3984976522000516
2000-06-30,143.9375,145.59375,143.890625,145.28125,96.11239624023438,7420200,2000,6,144.803125,146.3359375,1078015931.25,905306130.5208334,146.61084823757048,145.284375,143.95790176242954,49.455534674948616,0.2208278604133227,2.348828177042905
2000-07-03,145.4375,147.4375,145.1875,147.28125,97.43553161621094,1436600,2000,7,145.00833333333333,146.3359375,211584243.75,881695298.6458334,147.5067545951258,145.49375,143.4807454048742,54.70544273314347,0.3294016099032149,2.3417690215398403
2000-07-05,146.375,146.65625,144.375,144.625,95.67831420898438,2748200,2000,7,145.16041666666666,146.3359375,397458425.0,844337464.0625,147.51345566746136,145.3875,143.26154433253862,47.62959307111842,0.19881806195479612,2.3820890914298514
2000-07-06,144.9375,146.46875,144.21875,145.75,96.42256164550781,5963200,2000,7,145.41875,146.3359375,869136400.0,836604357.3958334,147.56852221821447,145.425,143.28147778178555,50.547075809604124,0.1839868712606858,2.3726541563277195
2000-07-07,146.6875,148.78125,146.25,148.09375,97.97306060791016,3034800,2000,7,145.68020833333333,146.3359375,449434912.5,799779508.6458334,148.78033964489956,146.20625,143.63216035510047,56.04134786565956,0.3572360879959433,2.419696716590025
2000-07-10,147.875,148.90625,147.53125,147.84375,97.80772399902344,2816100,2000,7,146.01354166666667,146.2109375,416342784.375,775617780.7291666,149.37128416566065,146.71875,144.06621583433935,55.335139914789735,0.46895856734127506,2.3450755225478805
2000-07-11,147.46875,149.125,147.15625,148.15625,98.014404296875,5431600,2000,7,146.35208333333333,146.3203125,804725487.5,780297563.6458334,149.77705322720203,146.89375,144.010446772798,56.0801793910413,0.5760749421293099,2.3181951280801747
2000-07-12,149.28125,150.125,148.6875,149.125,98.6552963256836,5883000,2000,7,146.57291666666666,146.8203125,877302375.0,784068151.1458334,150.01600954830272,147.79375,145.57149045169726,58.3969591954318,0.7307122734632117,2.293234761788734
2000-07-13,149.984375,150.375,149.1875,149.78125,99.0894775390625,5356000,2000,7,146.80520833333333,146.9453125,802228375.0,781977633.4375,150.06863031427264,148.6,147.13136968572735,59.93863216870321,0.8958900997394892,2.2187179930895384
2000-07-14,150.4375,151.25,149.671875,151.25,100.06114196777344,5341900,2000,7,147.003125,147.3828125,807962375.0,765501962.6041666,151.67582307111363,149.23125,146.78667692888635,63.22338144805568,1.1322585949731376,2.1729613507259997
2000-07-17,150.984375,151.984375,150.6875,151.0,99.89573669433594,4208300,2000,7,147.10833333333332,147.75,635453300.0,742516897.3958334,152.17435801899546,149.8625,147.55064198100456,62.28721689875888,1.2846013351707484,2.110383754245571
2000-07-18,150.625,150.625,149.34375,149.765625,99.07915496826172,4262100,2000,7,147.19635416666668,147.75,638316070.3125,729474250.9895834,151.7995375305256,150.184375,148.56921246947437,57.74099599881646,1.2908501904803131,2.0779456289423157
2000-07-19,149.46875,149.90625,148.25,148.5625,98.28319549560547,8506800,2000,7,147.26614583333333,147.75,1263791475.0,747878066.5104166,152.01215526325885,150.071875,148.13159473674116,53.63210370261658,1.1850596903327926,2.047824512589293
2000-07-20,149.0,150.625,148.8125,150.625,99.64768981933594,4538900,2000,7,147.37083333333334,147.9375,683671812.5,746482147.5,152.19714455012044,150.240625,148.28410544987955,59.01628525935594,1.253200356139331,2.048872761690058
2000-07-21,149.75,149.75,147.6875,147.6875,97.70429229736328,5656900,2000,7,147.396875,148.1015625,835453418.75,746305289.4791666,152.01750870887358,149.528125,147.0387412911264,50.094339829456366,1.0579749477981295,2.1123461358550535
2000-07-24,148.125,148.859375,146.5625,146.84375,97.14617919921875,5628500,2000,7,147.40520833333332,148.1015625,826510046.875,758779434.4791666,151.42903302983714,148.696875,145.96471697016287,47.85640045827903,0.8256561811741392,2.125526769008264
2000-07-25,147.75,147.84375,146.78125,147.3125,97.45623779296875,4757100,2000,7,147.48645833333333,148.1015625,700780293.75,764372756.3541666,150.87481703119795,148.20625,145.53768296880207,49.213830009002166,0.6716240286205846,2.0495962855076737
2000-07-26,146.96875,147.15625,145.640625,145.875,96.5052490234375,12062500,2000,7,147.42916666666667,148.8125,1759617187.5,790759225.0,150.8643524471151,147.66875,144.47314755288488,45.31768374764819,0.42861736746186807,2.022616193685697
2000-07-27,145.9375,146.625,144.6875,145.375,96.17448425292969,7652600,2000,7,147.346875,148.3359375,1112496725.0,796201422.6041666,148.35638488684734,146.61875,144.88111511315267,44.01250203641723,0.19345696493056153,2.01653646556529
2000-07-28,145.71875,145.90625,141.515625,142.09375,94.00372314453125,6229500,2000,7,147.14479166666666,146.75,885173015.625,796662638.5416666,149.17146939249164,145.5,141.82853060750836,36.569099000039785,-0.2547422902142671,2.1861142180249122
2000-07-31,142.9375,144.125,142.0625,143.0,94.60328674316406,5265500,2000,7,147.025,146.75,752966500.0,794554210.5208334,148.56155677622743,144.73125,140.90094322377254,39.60701229463002,-0.5306990594563388,2.177284631023133
2000-08-01,143.625,144.71875,143.125,143.875,95.18214416503906,3946600,2000,8,146.871875,146.75,567817075.0,788207611.0416666,146.87868827093638,144.04375,141.2088117290636,42.471847455639974,-0.67105608311374,2.1445321573786233
2000-08-02,143.875,145.40625,143.625,144.59375,95.65764617919922,7439800,2000,8,146.76041666666666,146.75,1075748581.25,792111397.0833334,146.09692362939592,143.7875,141.47807637060407,44.78868561414981,-0.7160388670833413,2.1185834318515786
2000-08-03,142.875,145.8125,142.625,145.59375,96.31917572021484,4607100,2000,8,146.684375,146.75,670764965.625,799115875.1041666,146.26429079291546,143.83125,141.39820920708456,47.93067042808812,-0.6633497221354787,2.1949346152907516
2000-08-04,146.3125,146.71875,145.40625,146.375,96.8360366821289,3686600,2000,8,146.709375,146.0703125,539626075.0,780743275.5208334,147.08508993574918,144.6875,142.28991006425082,50.3098175586501,-0.5521875747018612,2.1319035713414123
2000-08-07,146.71875,148.4375,146.375,148.125,97.99373626708984,4159800,2000,8,146.834375,146.0703125,616170375.0,777877656.7708334,148.6656233465595,145.7125,142.7593766534405,55.24305942241994,-0.31920084865328135,2.1269461733884545
